boss,loot_name,loot_url,type,bis,spec1,spec2,priority,notes
Balance Druid,Protège-front Cœur-de-Tonnerre,https://www.wowhead.com/tbc/fr/item=31040,Tête,,,Helm of the Forgotten Vanquisher,,#5 Total
Balance Druid,Protège-épaules Cœur-de-Tonnerre,https://www.wowhead.com/tbc/fr/item=31049,Shoulders,,,Pauldrons of the Forgotten Vanquisher,,BP5 #2 Total
Balance Druid,Gilet Cœur-de-Tonnerre,https://www.wowhead.com/tbc/fr/item=31043,Torse,,,Chestguard of the Forgotten Vanquisher,,BP5 - Until SWP Mu'ru
Balance Druid,Poignets Cœur-de-Tonnerre,https://www.wowhead.com/tbc/fr/item=34446,Poignets,,,Bracers of the Forgotten Vanquisher,,BP5 #1
Balance Druid,Corde Cœur-de-Tonnerre,https://www.wowhead.com/tbc/fr/item=34555,Taille,,,Belt of the Forgotten Vanquisher,,"#5 - Anetheron's Noose P3 #1,
Cord of Screaming Terrors P1 #3"
Balance Druid,Garde-mains Cœur-de-Tonnerre,https://www.wowhead.com/tbc/fr/item=31035,Mains,,,Gloves of the Forgotten Vanquisher,,"BP5- Until SWP Trash/KilJaeden, Tailoring #2"
Balance Druid,Pantalon Cœur-de-Tonnerre,https://www.wowhead.com/tbc/fr/item=31046,Jambes,,,Leggings of the Forgotten Vanquisher,,
Balance Druid,Bottillons Cœur-de-Tonnerre,https://www.wowhead.com/tbc/fr/item=34572,Pieds,,,Boots of the Forgotten Vanquisher,,BP5 #1
Feral Druid,Couvre-chef Cœur-de-Tonnerre,https://www.wowhead.com/tbc/fr/item=31039,Tête,,,Helm of the Forgotten Vanquisher,,"Bear BP5 #2 Total
Cat - Sargeras from BT/Illidan #2 
until SWP Kil'Jaeden 
(if not Wolfshead/Power Shift)"
Feral Druid,Espauliers Cœur-de-Tonnerre,https://www.wowhead.com/tbc/fr/item=31048,Shoulders,,,Pauldrons of the Forgotten Vanquisher,,"Bear BP5 - Until SWP Twins
Cat BP5 - Until SWP Twins"
Feral Druid,Corselet Cœur-de-Tonnerre,https://www.wowhead.com/tbc/fr/item=31042,Torse,,,Chestguard of the Forgotten Vanquisher,,"Bear BP5 - Until SWP Mu'ru
Cat - Nether Shadow from 
BT/Supremus Until SWP Mu'ru"
Feral Druid,Garde-poignets Cœur-de-Tonnerre,https://www.wowhead.com/tbc/fr/item=34444,Poignets,,,Bracers of the Forgotten Vanquisher,,"Cat - #2 behind Insidious Bands 
from BT/Teron"
Feral Druid,Sangle Cœur-de-Tonnerre,https://www.wowhead.com/tbc/fr/item=34556,Taille,,,Belt of the Forgotten Vanquisher,,"Bear BP5 #1, Cat BP5 #1"
Feral Druid,Gantelets Cœur-de-Tonnerre,https://www.wowhead.com/tbc/fr/item=31034,Mains,,,Gloves of the Forgotten Vanquisher,,"Bear BP5 #2 - Until SWP Mu'ru
Cat BP5 #4 - Until SWP Mu'ru"
Feral Druid,Jambières Cœur-de-Tonnerre,https://www.wowhead.com/tbc/fr/item=31044,Jambes,,,Leggings of the Forgotten Vanquisher,,"Bear - Shady Dealer's- Hyjal/Azgalor 
better until SWP Felmyst
Cat BP5 - Until SWP Felmyst"
Feral Druid,Bottines Cœur-de-Tonnerre,https://www.wowhead.com/tbc/fr/item=34573,Pieds,,,Boots of the Forgotten Vanquisher,,"Bear BP5 #1
Cat #2 Behind Shadowmaster's 
from BT/Shahraz"
Restoration Druid,Casque Cœur-de-Tonnerre,https://www.wowhead.com/tbc/fr/item=31037,Tête,,,Helm of the Forgotten Vanquisher,,"Just Under Tidal Lurker from BT
Opt Until SWP-Kil'Jaeden"
Restoration Druid,Spallières Cœur-de-Tonnerre,https://www.wowhead.com/tbc/fr/item=31047,Shoulders,,,Pauldrons of the Forgotten Vanquisher,,BP5 Until SWP Twins
Restoration Druid,Tunique Cœur-de-Tonnerre,https://www.wowhead.com/tbc/fr/item=31041,Torse,,,Chestguard of the Forgotten Vanquisher,,BP5 Until SWP Mu'ru
Restoration Druid,Brassards Cœur-de-Tonnerre,https://www.wowhead.com/tbc/fr/item=34445,Poignets,,,Bracers of the Forgotten Vanquisher,,BP5
Restoration Druid,Ceinture Cœur-de-Tonnerre,https://www.wowhead.com/tbc/fr/item=34554,Taille,,,Belt of the Forgotten Vanquisher,,#4 Under Braided Troll Hair from ZA
Restoration Druid,Gants Cœur-de-Tonnerre,https://www.wowhead.com/tbc/fr/item=31032,Mains,,,Gloves of the Forgotten Vanquisher,,Under Unfailing Faith from BT
Restoration Druid,Garde-jambes Cœur-de-Tonnerre,https://www.wowhead.com/tbc/fr/item=31045,Jambes,,,Leggings of the Forgotten Vanquisher,,Under Eternity from Hyjal/Achimonde
Restoration Druid,Bottes cœur-de-Tonnerre,https://www.wowhead.com/tbc/fr/item=34571,Pieds,,,Boots of the Forgotten Vanquisher,,Under Two-Toed from ZA
Hunter,Casque de traqueur de Gronn,https://www.wowhead.com/tbc/fr/item=31003,Tête,,,Helm of the Forgotten Protector,,"Under Forest Prowler from BT
Until SWP Kil'Jaeden"
Hunter,Spallières de traqueur de Gronn,https://www.wowhead.com/tbc/fr/item=31006,Shoulders,,,Pauldrons of the Forgotten Protector,,"Under Beast-Tamer's from Hyjal
Until SWP Twins"
Hunter,Corselet de traqueur de Gronn,https://www.wowhead.com/tbc/fr/item=31004,Torse,,,Chestguard of the Forgotten Protector,,BP5 Until SWP Mu'ru
Hunter,Brassards de traqueur de Gronn,https://www.wowhead.com/tbc/fr/item=34443,Poignets,,,Bracers of the Forgotten Protector,,BP5
Hunter,Ceinture de traqueur de Gronn,https://www.wowhead.com/tbc/fr/item=34549,Taille,,,Belt of the Forgotten Protector,,BP5
Hunter,Gants de traqueur de Gronn,https://www.wowhead.com/tbc/fr/item=31001,Mains,,,Gloves of the Forgotten Protector,,BP5 #3 Total
Hunter,Jambières de traqueur de Gronn,https://www.wowhead.com/tbc/fr/item=31005,Jambes,,,Leggings of the Forgotten Protector,,"Under Bow Stiched from Hyjal
Until SWP Felmyst"
Hunter,Bottes de traqueur de Gronn,https://www.wowhead.com/tbc/fr/item=34570,Pieds,,,Boots of the Forgotten Protector,,BP5
Mage,Capuche de la tempête,https://www.wowhead.com/tbc/fr/item=31056,Tête,,,Helm of the Forgotten Vanquisher,,BP5 Until SWP Kil'Jaeden
Mage,Mantelet de la tempête,https://www.wowhead.com/tbc/fr/item=31059,Shoulders,,,Pauldrons of the Forgotten Vanquisher,,BP5 Until SWP Twins
Mage,Robe de la tempête,https://www.wowhead.com/tbc/fr/item=31057,Torse,,,Chestguard of the Forgotten Vanquisher,,BP5 Until SWP Mu'ru
Mage,Brassards de la tempête,https://www.wowhead.com/tbc/fr/item=34447,Poignets,,,Bracers of the Forgotten Vanquisher,,"Opt BP5 just under 
Focused Mana Bindings from BT"
Mage,Ceinture de la tempête,https://www.wowhead.com/tbc/fr/item=34557,Taille,,,Belt of the Forgotten Vanquisher,,BP5 Until SWP Kil'Jaeden
Mage,Gants de la tempête,https://www.wowhead.com/tbc/fr/item=31055,Mains,,,Gloves of the Forgotten Vanquisher,,BP5
Mage,Jambières de la tempête,https://www.wowhead.com/tbc/fr/item=31058,Jambes,,,Leggings of the Forgotten Vanquisher,,BP5
Mage,Bottes de la tempête,https://www.wowhead.com/tbc/fr/item=34574,Pieds,,,Boots of the Forgotten Vanquisher,,BP5
Paladin Sacré,Grand heaume du porteur de Lumière,https://www.wowhead.com/tbc/fr/item=30988,Tête,,,Helm of the Forgotten Conqueror,,"BP5 Until SWP Kil'Jaeden, Eng #1"
Paladin Sacré,Espauliers du porteur de Lumière,https://www.wowhead.com/tbc/fr/item=30996,Shoulders,,,Pauldrons of the Forgotten Conqueror,,BP5 Until SWP Twins
Paladin Sacré,Plastron du porteur de Lumière,https://www.wowhead.com/tbc/fr/item=30992,Torse,,,Chestguard of the Forgotten Conqueror,,"BP5 until SWP Mu'ru, BS #2"
Paladin Sacré,Brassards du porteur de Lumière,https://www.wowhead.com/tbc/fr/item=34432,Poignets,,,Bracers of the Forgotten Conqueror,,BP5
Paladin Sacré,Ceinture du porteur de Lumière,https://www.wowhead.com/tbc/fr/item=34487,Taille,,,Belt of the Forgotten Conqueror,,BP5
Paladin Sacré,Gants du porteur de Lumière,https://www.wowhead.com/tbc/fr/item=30983,Mains,,,Gloves of the Forgotten Conqueror,,BP5 Until SWP Mu'ru
Paladin Sacré,Jambières du porteur de Lumière,https://www.wowhead.com/tbc/fr/item=30994,Jambes,,,Leggings of the Forgotten Conqueror,,"Under Eternity from Hyjal
Until SWP Kalecgos"
Paladin Sacré,Bottines du porteur de Lumière,https://www.wowhead.com/tbc/fr/item=34559,Pieds,,,Boots of the Forgotten Conqueror,,BP5
Protection Paladin,Ventaille du porteur de Lumière,https://www.wowhead.com/tbc/fr/item=30987,Tête,,,Helm of the Forgotten Conqueror,,"#5 Total- Behind T5
Until SWP Kil'Jaeden"
Protection Paladin,Garde-épaules du porteur de Lumière,https://www.wowhead.com/tbc/fr/item=30998,Shoulders,,,Pauldrons of the Forgotten Conqueror,,BP5 Until SWP Twins
Protection Paladin,Corselet du porteur de Lumière,https://www.wowhead.com/tbc/fr/item=30991,Torse,,,Chestguard of the Forgotten Conqueror,,BP5
Protection Paladin,Garde-poignets du porteur de Lumière,https://www.wowhead.com/tbc/fr/item=34433,Poignets,,,Bracers of the Forgotten Conqueror,,BP5
Protection Paladin,Sangle du porteur de Lumière,https://www.wowhead.com/tbc/fr/item=34488,Taille,,,Belt of the Forgotten Conqueror,,BP5
Protection Paladin,Garde-mains du porteur de Lumière,https://www.wowhead.com/tbc/fr/item=30985,Mains,,,Gloves of the Forgotten Conqueror,,BP5
Protection Paladin,Garde-jambes du porteur de Lumière,https://www.wowhead.com/tbc/fr/item=30995,Jambes,,,Leggings of the Forgotten Conqueror,,BP5 Until SWP Kalecgos
Protection Paladin,Croquenots du porteur de Lumière,https://www.wowhead.com/tbc/fr/item=34560,Pieds,,,Boots of the Forgotten Conqueror,,BP5
Retribution Paladin,Heaume de guerre du porteur de Lumière,https://www.wowhead.com/tbc/fr/item=30989,Tête,,,Helm of the Forgotten Conqueror,,
Retribution Paladin,Epaulières du porteur de Lumière,https://www.wowhead.com/tbc/fr/item=30997,Shoulders,,,Pauldrons of the Forgotten Conqueror,,BP5 Until SWP Twins
Retribution Paladin,Cuirasse du porteur de Lumière,https://www.wowhead.com/tbc/fr/item=30990,Torse,,,Chestguard of the Forgotten Conqueror,,
Retribution Paladin,Poignets du porteur de Lumière,https://www.wowhead.com/tbc/fr/item=34431,Poignets,,,Bracers of the Forgotten Conqueror,,BP5
Retribution Paladin,Ceinturon du porteur de Lumière,https://www.wowhead.com/tbc/fr/item=34485,Taille,,,Belt of the Forgotten Conqueror,,BP5
Retribution Paladin,Gantelets du porteur de Lumière,https://www.wowhead.com/tbc/fr/item=30982,Mains,,,Gloves of the Forgotten Conqueror,,
Retribution Paladin,Grèves du porteur de Lumière,https://www.wowhead.com/tbc/fr/item=30993,Jambes,,,Leggings of the Forgotten Conqueror,,BP5 until SWP Felmyst
Retribution Paladin,Bottes du porteur de Lumière,https://www.wowhead.com/tbc/fr/item=34561,Pieds,,,Boots of the Forgotten Conqueror,,
Healing Priest,Capuche d'absolution,https://www.wowhead.com/tbc/fr/item=31063,Tête,,,Helm of the Forgotten Conqueror,,"BP5 Until SWP Kil'Jaeden, Eng #2"
Healing Priest,Mantelet d'absolution,https://www.wowhead.com/tbc/fr/item=31069,Shoulders,,,Pauldrons of the Forgotten Conqueror,,BP5 Until SWP Twins
Healing Priest,Habits d'absolution,https://www.wowhead.com/tbc/fr/item=31066,Torse,,,Chestguard of the Forgotten Conqueror,,BP5 Until SWP Mu'ru
Healing Priest,Crispins d'absolution,https://www.wowhead.com/tbc/fr/item=34435,Poignets,,,Bracers of the Forgotten Conqueror,,BP5
Healing Priest,Ceinture d'absolution,https://www.wowhead.com/tbc/fr/item=34527,Taille,,,Belt of the Forgotten Conqueror,,BP5
Healing Priest,Gants d'absolution,https://www.wowhead.com/tbc/fr/item=31060,Mains,,,Gloves of the Forgotten Conqueror,,"#4 Under Unfailing Faith from BT
Until SWP Kil'Jaeden"
Healing Priest,Braies d'absolution,https://www.wowhead.com/tbc/fr/item=31068,Jambes,,,Leggings of the Forgotten Conqueror,,"Under Eternity form Hyjal
Until SWP Kalecgos"
Healing Priest,Bottes d'absolution,https://www.wowhead.com/tbc/fr/item=34562,Pieds,,,Boots of the Forgotten Conqueror,,BP5
Prêtre Ombre,Chaperon d'absolution,https://www.wowhead.com/tbc/fr/item=31064,Tête,,,Helm of the Forgotten Conqueror,,"Cowl of the Illidari form BT
Until SWP Kil'Jaeden"
Prêtre Ombre,Protège-épaules d'absolution,https://www.wowhead.com/tbc/fr/item=31070,Shoulders,,,Pauldrons of the Forgotten Conqueror,,"Hatefury Mantle from Hyjal
Until SWP Twins"
Prêtre Ombre,Voile d'absolution,https://www.wowhead.com/tbc/fr/item=31065,Torse,,,Chestguard of the Forgotten Conqueror,,BP5 Until SWP Mu'ru
Prêtre Ombre,Brassards d'absolution,https://www.wowhead.com/tbc/fr/item=34434,Poignets,,,Bracers of the Forgotten Conqueror,,BP5
Prêtre Ombre,Corde d'absolution,https://www.wowhead.com/tbc/fr/item=34528,Taille,,,Belt of the Forgotten Conqueror,,BP5
Prêtre Ombre,Garde-mains d'absolution,https://www.wowhead.com/tbc/fr/item=31061,Mains,,,Gloves of the Forgotten Conqueror,,"Under Soul-Eater's from Mag
Until SWP Kil'Jaeden"
Prêtre Ombre,Jambières d'absolution,https://www.wowhead.com/tbc/fr/item=31067,Jambes,,,Leggings of the Forgotten Conqueror,,"Under Channeled Elements from Hy
Until SWP Kalecgos"
Prêtre Ombre,Bottines d'absolution,https://www.wowhead.com/tbc/fr/item=34563,Pieds,,,Boots of the Forgotten Conqueror,,BP5
